item_name,category,mrp,discount,selling_price,quantity,date
Amul Milk 1L,Dairy,62,30,32,137,7/26/2025
Amul Butter 500g,Dairy,275,30,245,135,7/26/2025
Tata Tea Gold 500g,Beverages,265,30,235,171,7/26/2025
Nescafe Coffee 200g,Beverages,240,15,225,194,7/26/2025
Parle-G Biscuits,Snacks,10,10,0,124,7/26/2025
Maggi Noodles Pack,Instant Food,56,5,51,172,7/26/2025
Surf Excel 2kg,Home Care,420,5,415,140,7/26/2025
Ariel Liquid 1L,Home Care,395,20,375,40,7/26/2025
Lux Soap Pack,Personal Care,160,15,145,120,7/26/2025
Clinic Plus Shampoo 650ml,Personal Care,340,15,325,94,7/26/2025
Colgate Toothpaste 200g,Personal Care,135,5,130,77,7/26/2025
Harpic Toilet Cleaner,Home Care,190,10,180,74,7/26/2025
Good Day Biscuits,Snacks,30,15,15,141,7/26/2025
Britannia Bread,Bakery,45,15,30,72,7/26/2025
Tropicana Juice 1L,Beverages,120,10,110,71,7/26/2025
Pepsi 2.25L,Beverages,99,5,94,90,7/26/2025
Cadbury Dairy Milk,Confectionery,40,0,40,189,7/26/2025
Aashirvaad Atta 5kg,Staples,320,20,300,183,7/27/2025
Fortune Sunflower Oil 1L,Edible Oil,190,30,160,181,7/27/2025
India Gate Rice 5kg,Staples,420,10,410,40,7/27/2025
Amul Milk 1L,Dairy,62,15,47,57,7/27/2025
Amul Butter 500g,Dairy,275,20,255,103,7/27/2025
Tata Tea Gold 500g,Beverages,265,0,265,160,7/27/2025
Nescafe Coffee 200g,Beverages,240,20,220,53,7/27/2025
Parle-G Biscuits,Snacks,10,20,-10,198,7/27/2025
Maggi Noodles Pack,Instant Food,56,15,41,80,7/27/2025
Surf Excel 2kg,Home Care,420,20,400,154,7/27/2025
Ariel Liquid 1L,Home Care,395,20,375,142,7/27/2025
Lux Soap Pack,Personal Care,160,30,130,11,7/27/2025
Clinic Plus Shampoo 650ml,Personal Care,340,30,310,88,7/27/2025
Colgate Toothpaste 200g,Personal Care,135,10,125,102,7/27/2025
Harpic Toilet Cleaner,Home Care,190,0,190,10,7/27/2025
Good Day Biscuits,Snacks,30,15,15,197,7/27/2025
Britannia Bread,Bakery,45,15,30,125,7/27/2025
Tropicana Juice 1L,Beverages,120,30,90,77,7/27/2025
Pepsi 2.25L,Beverages,99,15,84,45,7/27/2025
Cadbury Dairy Milk,Confectionery,40,15,25,28,7/27/2025
Aashirvaad Atta 5kg,Staples,320,5,315,147,7/28/2025
Fortune Sunflower Oil 1L,Edible Oil,190,20,170,115,7/28/2025
India Gate Rice 5kg,Staples,420,30,390,169,7/28/2025
Amul Milk 1L,Dairy,62,15,47,180,7/28/2025
Amul Butter 500g,Dairy,275,15,260,160,7/28/2025
Tata Tea Gold 500g,Beverages,265,20,245,10,7/28/2025
Nescafe Coffee 200g,Beverages,240,5,235,66,7/28/2025
Parle-G Biscuits,Snacks,10,10,0,103,7/28/2025
Maggi Noodles Pack,Instant Food,56,20,36,195,7/28/2025
Surf Excel 2kg,Home Care,420,0,420,60,7/28/2025
Ariel Liquid 1L,Home Care,395,5,390,110,7/28/2025
Lux Soap Pack,Personal Care,160,5,155,45,7/28/2025
Clinic Plus Shampoo 650ml,Personal Care,340,30,310,192,7/28/2025
Colgate Toothpaste 200g,Personal Care,135,15,120,151,7/28/2025
Harpic Toilet Cleaner,Home Care,190,30,160,17,7/28/2025
Good Day Biscuits,Snacks,30,10,20,163,7/28/2025
Britannia Bread,Bakery,45,30,15,71,7/28/2025
Tropicana Juice 1L,Beverages,120,30,90,141,7/28/2025
Pepsi 2.25L,Beverages,99,15,84,154,7/28/2025
Cadbury Dairy Milk,Confectionery,40,10,30,50,7/28/2025
Aashirvaad Atta 5kg,Staples,320,0,320,77,7/29/2025
Fortune Sunflower Oil 1L,Edible Oil,190,15,175,152,7/29/2025
India Gate Rice 5kg,Staples,420,15,405,177,7/29/2025
Amul Milk 1L,Dairy,62,30,32,192,7/29/2025
Amul Butter 500g,Dairy,275,20,255,64,7/29/2025
Tata Tea Gold 500g,Beverages,265,20,245,52,7/29/2025
Nescafe Coffee 200g,Beverages,240,15,225,187,7/29/2025
Parle-G Biscuits,Snacks,10,10,0,69,7/29/2025
Maggi Noodles Pack,Instant Food,56,15,41,90,7/29/2025
Surf Excel 2kg,Home Care,420,15,405,65,7/29/2025
Ariel Liquid 1L,Home Care,395,10,385,35,7/29/2025
Lux Soap Pack,Personal Care,160,0,160,198,7/29/2025
Clinic Plus Shampoo 650ml,Personal Care,340,10,330,147,7/29/2025
Colgate Toothpaste 200g,Personal Care,135,0,135,55,7/29/2025
Harpic Toilet Cleaner,Home Care,190,30,160,187,7/29/2025
Good Day Biscuits,Snacks,30,15,15,198,7/29/2025
Britannia Bread,Bakery,45,0,45,145,7/29/2025
Tropicana Juice 1L,Beverages,120,5,115,196,7/29/2025
Pepsi 2.25L,Beverages,99,30,69,180,7/29/2025
Cadbury Dairy Milk,Confectionery,40,10,30,92,7/29/2025
Aashirvaad Atta 5kg,Staples,320,20,300,124,7/30/2025
Fortune Sunflower Oil 1L,Edible Oil,190,0,190,67,7/30/2025
India Gate Rice 5kg,Staples,420,10,410,111,7/30/2025
Amul Milk 1L,Dairy,62,20,42,16,7/30/2025
Amul Butter 500g,Dairy,275,0,275,136,7/30/2025
Tata Tea Gold 500g,Beverages,265,15,250,110,7/30/2025
Nescafe Coffee 200g,Beverages,240,20,220,73,7/30/2025
Parle-G Biscuits,Snacks,10,10,0,151,7/30/2025
Maggi Noodles Pack,Instant Food,56,10,46,85,7/30/2025
Surf Excel 2kg,Home Care,420,20,400,197,7/30/2025
Ariel Liquid 1L,Home Care,395,15,380,106,7/30/2025
Lux Soap Pack,Personal Care,160,5,155,56,7/30/2025
Clinic Plus Shampoo 650ml,Personal Care,340,20,320,109,7/30/2025
Colgate Toothpaste 200g,Personal Care,135,30,105,186,7/30/2025
Harpic Toilet Cleaner,Home Care,190,10,180,181,7/30/2025
Good Day Biscuits,Snacks,30,5,25,133,7/30/2025
Britannia Bread,Bakery,45,30,15,152,7/30/2025
Tropicana Juice 1L,Beverages,120,5,115,146,7/30/2025
Pepsi 2.25L,Beverages,99,5,94,29,7/30/2025
Cadbury Dairy Milk,Confectionery,40,20,20,40,7/30/2025
Aashirvaad Atta 5kg,Staples,320,20,300,195,7/31/2025
Fortune Sunflower Oil 1L,Edible Oil,190,20,170,175,7/31/2025
India Gate Rice 5kg,Staples,420,0,420,78,7/31/2025
Amul Milk 1L,Dairy,62,20,42,68,7/31/2025
Amul Butter 500g,Dairy,275,30,245,180,7/31/2025
Tata Tea Gold 500g,Beverages,265,30,235,189,7/31/2025
Nescafe Coffee 200g,Beverages,240,5,235,130,7/31/2025
Parle-G Biscuits,Snacks,10,15,-5,120,7/31/2025
Maggi Noodles Pack,Instant Food,56,0,56,64,7/31/2025
Surf Excel 2kg,Home Care,420,30,390,119,7/31/2025
Ariel Liquid 1L,Home Care,395,10,385,174,7/31/2025
Lux Soap Pack,Personal Care,160,20,140,79,7/31/2025
Clinic Plus Shampoo 650ml,Personal Care,340,5,335,94,7/31/2025
Colgate Toothpaste 200g,Personal Care,135,5,130,185,7/31/2025
Harpic Toilet Cleaner,Home Care,190,30,160,118,7/31/2025
Good Day Biscuits,Snacks,30,15,15,104,7/31/2025
Britannia Bread,Bakery,45,0,45,32,7/31/2025
Tropicana Juice 1L,Beverages,120,0,120,97,7/31/2025
Pepsi 2.25L,Beverages,99,10,89,74,7/31/2025
Cadbury Dairy Milk,Confectionery,40,20,20,184,7/31/2025
Aashirvaad Atta 5kg,Staples,320,30,290,41,8/1/2025
Fortune Sunflower Oil 1L,Edible Oil,190,15,175,70,8/1/2025
India Gate Rice 5kg,Staples,420,30,390,187,8/1/2025
Amul Milk 1L,Dairy,62,30,32,195,8/1/2025
Amul Butter 500g,Dairy,275,15,260,25,8/1/2025
Tata Tea Gold 500g,Beverages,265,10,255,111,8/1/2025
Nescafe Coffee 200g,Beverages,240,30,210,140,8/1/2025
Parle-G Biscuits,Snacks,10,15,-5,187,8/1/2025
Maggi Noodles Pack,Instant Food,56,10,46,198,8/1/2025
Surf Excel 2kg,Home Care,420,20,400,196,8/1/2025
Ariel Liquid 1L,Home Care,395,30,365,144,8/1/2025
Lux Soap Pack,Personal Care,160,0,160,161,8/1/2025
Clinic Plus Shampoo 650ml,Personal Care,340,20,320,139,8/1/2025
Colgate Toothpaste 200g,Personal Care,135,5,130,52,8/1/2025
Harpic Toilet Cleaner,Home Care,190,15,175,10,8/1/2025
Good Day Biscuits,Snacks,30,15,15,115,8/1/2025
Britannia Bread,Bakery,45,10,35,188,8/1/2025
Tropicana Juice 1L,Beverages,120,10,110,40,8/1/2025
Pepsi 2.25L,Beverages,99,30,69,111,8/1/2025
Cadbury Dairy Milk,Confectionery,40,20,20,128,8/1/2025
Aashirvaad Atta 5kg,Staples,320,15,305,163,8/2/2025
Fortune Sunflower Oil 1L,Edible Oil,190,15,175,76,8/2/2025
India Gate Rice 5kg,Staples,420,15,405,96,8/2/2025
Amul Milk 1L,Dairy,62,5,57,92,8/2/2025
Amul Butter 500g,Dairy,275,30,245,129,8/2/2025
Tata Tea Gold 500g,Beverages,265,30,235,134,8/2/2025
Nescafe Coffee 200g,Beverages,240,5,235,180,8/2/2025
Parle-G Biscuits,Snacks,10,5,5,143,8/2/2025
Maggi Noodles Pack,Instant Food,56,5,51,23,8/2/2025
Surf Excel 2kg,Home Care,420,0,420,194,8/2/2025
Ariel Liquid 1L,Home Care,395,15,380,168,8/2/2025
Lux Soap Pack,Personal Care,160,10,150,121,8/2/2025
Clinic Plus Shampoo 650ml,Personal Care,340,10,330,171,8/2/2025
Colgate Toothpaste 200g,Personal Care,135,20,115,61,8/2/2025
Harpic Toilet Cleaner,Home Care,190,5,185,49,8/2/2025
Good Day Biscuits,Snacks,30,5,25,132,8/2/2025
Britannia Bread,Bakery,45,20,25,144,8/2/2025
Tropicana Juice 1L,Beverages,120,5,115,136,8/2/2025
Pepsi 2.25L,Beverages,99,15,84,147,8/2/2025
Cadbury Dairy Milk,Confectionery,40,30,10,20,8/2/2025
Aashirvaad Atta 5kg,Staples,320,0,320,84,8/3/2025
Fortune Sunflower Oil 1L,Edible Oil,190,30,160,155,8/3/2025
India Gate Rice 5kg,Staples,420,0,420,163,8/3/2025
Amul Milk 1L,Dairy,62,20,42,35,8/3/2025
Amul Butter 500g,Dairy,275,0,275,48,8/3/2025
Tata Tea Gold 500g,Beverages,265,15,250,189,8/3/2025
Nescafe Coffee 200g,Beverages,240,10,230,97,8/3/2025
Parle-G Biscuits,Snacks,10,15,-5,163,8/3/2025
Maggi Noodles Pack,Instant Food,56,30,26,72,8/3/2025
Surf Excel 2kg,Home Care,420,30,390,133,8/3/2025
Ariel Liquid 1L,Home Care,395,30,365,153,8/3/2025
Lux Soap Pack,Personal Care,160,5,155,121,8/3/2025
Clinic Plus Shampoo 650ml,Personal Care,340,5,335,183,8/3/2025
Colgate Toothpaste 200g,Personal Care,135,10,125,11,8/3/2025
Harpic Toilet Cleaner,Home Care,190,20,170,49,8/3/2025
Good Day Biscuits,Snacks,30,30,0,23,8/3/2025
Britannia Bread,Bakery,45,15,30,167,8/3/2025
Tropicana Juice 1L,Beverages,120,0,120,164,8/3/2025
Pepsi 2.25L,Beverages,99,5,94,37,8/3/2025
Cadbury Dairy Milk,Confectionery,40,0,40,127,8/3/2025
Aashirvaad Atta 5kg,Staples,320,5,315,183,8/4/2025
Fortune Sunflower Oil 1L,Edible Oil,190,20,170,32,8/4/2025
India Gate Rice 5kg,Staples,420,30,390,154,8/4/2025
Amul Milk 1L,Dairy,62,0,62,187,8/4/2025
Amul Butter 500g,Dairy,275,0,275,182,8/4/2025
Tata Tea Gold 500g,Beverages,265,10,255,112,8/4/2025
Nescafe Coffee 200g,Beverages,240,20,220,92,8/4/2025
Parle-G Biscuits,Snacks,10,10,0,60,8/4/2025
Maggi Noodles Pack,Instant Food,56,5,51,47,8/4/2025
Surf Excel 2kg,Home Care,420,10,410,120,8/4/2025
Ariel Liquid 1L,Home Care,395,5,390,167,8/4/2025
Lux Soap Pack,Personal Care,160,30,130,148,8/4/2025
Clinic Plus Shampoo 650ml,Personal Care,340,5,335,133,8/4/2025
Colgate Toothpaste 200g,Personal Care,135,30,105,108,8/4/2025
Harpic Toilet Cleaner,Home Care,190,10,180,110,8/4/2025
Good Day Biscuits,Snacks,30,20,10,180,8/4/2025
Britannia Bread,Bakery,45,10,35,175,8/4/2025
Tropicana Juice 1L,Beverages,120,20,100,93,8/4/2025
Pepsi 2.25L,Beverages,99,20,79,162,8/4/2025
Cadbury Dairy Milk,Confectionery,40,15,25,158,8/4/2025
Aashirvaad Atta 5kg,Staples,320,10,310,197,8/5/2025
Fortune Sunflower Oil 1L,Edible Oil,190,30,160,80,8/5/2025
India Gate Rice 5kg,Staples,420,15,405,128,8/5/2025
Amul Milk 1L,Dairy,62,0,62,34,8/5/2025
Amul Butter 500g,Dairy,275,10,265,22,8/5/2025
Tata Tea Gold 500g,Beverages,265,10,255,31,8/5/2025
Nescafe Coffee 200g,Beverages,240,20,220,25,8/5/2025
Parle-G Biscuits,Snacks,10,15,-5,70,8/5/2025
Maggi Noodles Pack,Instant Food,56,5,51,186,8/5/2025
Surf Excel 2kg,Home Care,420,5,415,187,8/5/2025
Ariel Liquid 1L,Home Care,395,30,365,183,8/5/2025
Lux Soap Pack,Personal Care,160,10,150,169,8/5/2025
Clinic Plus Shampoo 650ml,Personal Care,340,30,310,106,8/5/2025
Colgate Toothpaste 200g,Personal Care,135,10,125,36,8/5/2025
Harpic Toilet Cleaner,Home Care,190,0,190,44,8/5/2025
Good Day Biscuits,Snacks,30,15,15,95,8/5/2025
Britannia Bread,Bakery,45,20,25,80,8/5/2025
Tropicana Juice 1L,Beverages,120,20,100,119,8/5/2025
Pepsi 2.25L,Beverages,99,15,84,24,8/5/2025
Cadbury Dairy Milk,Confectionery,40,0,40,10,8/5/2025
Aashirvaad Atta 5kg,Staples,320,5,315,141,8/6/2025
Fortune Sunflower Oil 1L,Edible Oil,190,5,185,195,8/6/2025
India Gate Rice 5kg,Staples,420,20,400,50,8/6/2025
Amul Milk 1L,Dairy,62,30,32,34,8/6/2025
Amul Butter 500g,Dairy,275,5,270,162,8/6/2025
Tata Tea Gold 500g,Beverages,265,30,235,108,8/6/2025
Nescafe Coffee 200g,Beverages,240,30,210,93,8/6/2025
Parle-G Biscuits,Snacks,10,10,0,150,8/6/2025
Maggi Noodles Pack,Instant Food,56,10,46,156,8/6/2025
Surf Excel 2kg,Home Care,420,15,405,98,8/6/2025
Ariel Liquid 1L,Home Care,395,15,380,157,8/6/2025
Lux Soap Pack,Personal Care,160,10,150,114,8/6/2025
Clinic Plus Shampoo 650ml,Personal Care,340,20,320,165,8/6/2025
Colgate Toothpaste 200g,Personal Care,135,5,130,41,8/6/2025
Harpic Toilet Cleaner,Home Care,190,15,175,150,8/6/2025
Good Day Biscuits,Snacks,30,30,0,36,8/6/2025
Britannia Bread,Bakery,45,30,15,79,8/6/2025
Tropicana Juice 1L,Beverages,120,0,120,61,8/6/2025
Pepsi 2.25L,Beverages,99,5,94,59,8/6/2025
Cadbury Dairy Milk,Confectionery,40,10,30,96,8/6/2025
Aashirvaad Atta 5kg,Staples,320,30,290,157,8/7/2025
Fortune Sunflower Oil 1L,Edible Oil,190,30,160,121,8/7/2025
India Gate Rice 5kg,Staples,420,30,390,134,8/7/2025
Amul Milk 1L,Dairy,62,0,62,48,8/7/2025
Amul Butter 500g,Dairy,275,30,245,107,8/7/2025
Tata Tea Gold 500g,Beverages,265,0,265,140,8/7/2025
Nescafe Coffee 200g,Beverages,240,20,220,70,8/7/2025
Parle-G Biscuits,Snacks,10,20,-10,195,8/7/2025
Maggi Noodles Pack,Instant Food,56,20,36,83,8/7/2025
Surf Excel 2kg,Home Care,420,10,410,174,8/7/2025
Ariel Liquid 1L,Home Care,395,10,385,139,8/7/2025
Lux Soap Pack,Personal Care,160,0,160,35,8/7/2025
Clinic Plus Shampoo 650ml,Personal Care,340,20,320,41,8/7/2025
Colgate Toothpaste 200g,Personal Care,135,30,105,74,8/7/2025
Harpic Toilet Cleaner,Home Care,190,15,175,165,8/7/2025
Good Day Biscuits,Snacks,30,10,20,132,8/7/2025
Britannia Bread,Bakery,45,10,35,199,8/7/2025
Tropicana Juice 1L,Beverages,120,10,110,170,8/7/2025
Pepsi 2.25L,Beverages,99,5,94,197,8/7/2025
Cadbury Dairy Milk,Confectionery,40,5,35,173,8/7/2025
Aashirvaad Atta 5kg,Staples,320,30,290,19,8/8/2025
Fortune Sunflower Oil 1L,Edible Oil,190,10,180,114,8/8/2025
India Gate Rice 5kg,Staples,420,0,420,161,8/8/2025
Amul Milk 1L,Dairy,62,10,52,177,8/8/2025
Amul Butter 500g,Dairy,275,20,255,67,8/8/2025
Tata Tea Gold 500g,Beverages,265,15,250,58,8/8/2025
Nescafe Coffee 200g,Beverages,240,20,220,123,8/8/2025
Parle-G Biscuits,Snacks,10,5,5,34,8/8/2025
Maggi Noodles Pack,Instant Food,56,15,41,65,8/8/2025
Surf Excel 2kg,Home Care,420,5,415,126,8/8/2025
Ariel Liquid 1L,Home Care,395,30,365,154,8/8/2025
Lux Soap Pack,Personal Care,160,5,155,47,8/8/2025
Clinic Plus Shampoo 650ml,Personal Care,340,30,310,136,8/8/2025
Colgate Toothpaste 200g,Personal Care,135,5,130,37,8/8/2025
Harpic Toilet Cleaner,Home Care,190,15,175,172,8/8/2025
Good Day Biscuits,Snacks,30,20,10,127,8/8/2025
Britannia Bread,Bakery,45,5,40,118,8/8/2025
Tropicana Juice 1L,Beverages,120,15,105,17,8/8/2025
Pepsi 2.25L,Beverages,99,10,89,173,8/8/2025
Cadbury Dairy Milk,Confectionery,40,0,40,115,8/8/2025
Aashirvaad Atta 5kg,Staples,320,20,300,23,8/9/2025
Fortune Sunflower Oil 1L,Edible Oil,190,5,185,171,8/9/2025
India Gate Rice 5kg,Staples,420,30,390,178,8/9/2025
Amul Milk 1L,Dairy,62,20,42,25,8/9/2025
Amul Butter 500g,Dairy,275,10,265,83,8/9/2025
Tata Tea Gold 500g,Beverages,265,10,255,30,8/9/2025
Nescafe Coffee 200g,Beverages,240,0,240,138,8/9/2025
Parle-G Biscuits,Snacks,10,15,-5,134,8/9/2025
Maggi Noodles Pack,Instant Food,56,20,36,121,8/9/2025
Surf Excel 2kg,Home Care,420,0,420,157,8/9/2025
Ariel Liquid 1L,Home Care,395,30,365,121,8/9/2025
Lux Soap Pack,Personal Care,160,5,155,164,8/9/2025
Clinic Plus Shampoo 650ml,Personal Care,340,10,330,33,8/9/2025
Colgate Toothpaste 200g,Personal Care,135,5,130,114,8/9/2025
Harpic Toilet Cleaner,Home Care,190,15,175,40,8/9/2025
Good Day Biscuits,Snacks,30,0,30,36,8/9/2025
Britannia Bread,Bakery,45,5,40,157,8/9/2025
Tropicana Juice 1L,Beverages,120,30,90,60,8/9/2025
Pepsi 2.25L,Beverages,99,10,89,141,8/9/2025
Cadbury Dairy Milk,Confectionery,40,10,30,121,8/9/2025
Aashirvaad Atta 5kg,Staples,320,10,310,131,8/10/2025
Fortune Sunflower Oil 1L,Edible Oil,190,0,190,83,8/10/2025
India Gate Rice 5kg,Staples,420,20,400,38,8/10/2025
Amul Milk 1L,Dairy,62,0,62,77,8/10/2025
Amul Butter 500g,Dairy,275,30,245,28,8/10/2025
Tata Tea Gold 500g,Beverages,265,5,260,37,8/10/2025
Nescafe Coffee 200g,Beverages,240,30,210,131,8/10/2025
Parle-G Biscuits,Snacks,10,15,-5,10,8/10/2025
Maggi Noodles Pack,Instant Food,56,30,26,91,8/10/2025
Surf Excel 2kg,Home Care,420,5,415,67,8/10/2025
Ariel Liquid 1L,Home Care,395,15,380,196,8/10/2025
Lux Soap Pack,Personal Care,160,30,130,83,8/10/2025
Clinic Plus Shampoo 650ml,Personal Care,340,30,310,15,8/10/2025
Colgate Toothpaste 200g,Personal Care,135,0,135,26,8/10/2025
Harpic Toilet Cleaner,Home Care,190,20,170,174,8/10/2025
Good Day Biscuits,Snacks,30,5,25,19,8/10/2025
Britannia Bread,Bakery,45,20,25,119,8/10/2025
Tropicana Juice 1L,Beverages,120,20,100,117,8/10/2025
Pepsi 2.25L,Beverages,99,0,99,63,8/10/2025
Cadbury Dairy Milk,Confectionery,40,20,20,166,8/10/2025
Aashirvaad Atta 5kg,Staples,320,0,320,137,8/11/2025
Fortune Sunflower Oil 1L,Edible Oil,190,5,185,152,8/11/2025
India Gate Rice 5kg,Staples,420,5,415,174,8/11/2025
Amul Milk 1L,Dairy,62,10,52,196,8/11/2025
Amul Butter 500g,Dairy,275,20,255,139,8/11/2025
Tata Tea Gold 500g,Beverages,265,5,260,109,8/11/2025
Nescafe Coffee 200g,Beverages,240,10,230,75,8/11/2025
Parle-G Biscuits,Snacks,10,10,0,10,8/11/2025
Maggi Noodles Pack,Instant Food,56,15,41,195,8/11/2025
Surf Excel 2kg,Home Care,420,10,410,62,8/11/2025
Ariel Liquid 1L,Home Care,395,30,365,143,8/11/2025
Lux Soap Pack,Personal Care,160,5,155,125,8/11/2025
Clinic Plus Shampoo 650ml,Personal Care,340,15,325,70,8/11/2025
Colgate Toothpaste 200g,Personal Care,135,30,105,160,8/11/2025
Harpic Toilet Cleaner,Home Care,190,15,175,113,8/11/2025
Good Day Biscuits,Snacks,30,10,20,161,8/11/2025
Britannia Bread,Bakery,45,0,45,125,8/11/2025
Tropicana Juice 1L,Beverages,120,0,120,145,8/11/2025
Pepsi 2.25L,Beverages,99,15,84,122,8/11/2025
Cadbury Dairy Milk,Confectionery,40,10,30,68,8/11/2025
Aashirvaad Atta 5kg,Staples,320,15,305,29,8/12/2025
Fortune Sunflower Oil 1L,Edible Oil,190,30,160,66,8/12/2025
India Gate Rice 5kg,Staples,420,20,400,126,8/12/2025
Amul Milk 1L,Dairy,62,30,32,150,8/12/2025
Amul Butter 500g,Dairy,275,0,275,107,8/12/2025
Tata Tea Gold 500g,Beverages,265,5,260,136,8/12/2025
Nescafe Coffee 200g,Beverages,240,0,240,175,8/12/2025
Parle-G Biscuits,Snacks,10,20,-10,75,8/12/2025
Maggi Noodles Pack,Instant Food,56,30,26,157,8/12/2025
Surf Excel 2kg,Home Care,420,10,410,126,8/12/2025
Ariel Liquid 1L,Home Care,395,0,395,88,8/12/2025
Lux Soap Pack,Personal Care,160,15,145,12,8/12/2025
Clinic Plus Shampoo 650ml,Personal Care,340,5,335,172,8/12/2025
Colgate Toothpaste 200g,Personal Care,135,10,125,177,8/12/2025
Harpic Toilet Cleaner,Home Care,190,30,160,64,8/12/2025
Good Day Biscuits,Snacks,30,10,20,37,8/12/2025
Britannia Bread,Bakery,45,0,45,101,8/12/2025
Tropicana Juice 1L,Beverages,120,10,110,12,8/12/2025
Pepsi 2.25L,Beverages,99,5,94,154,8/12/2025
Cadbury Dairy Milk,Confectionery,40,20,20,180,8/12/2025
Aashirvaad Atta 5kg,Staples,320,20,300,141,8/13/2025
Fortune Sunflower Oil 1L,Edible Oil,190,15,175,33,8/13/2025
India Gate Rice 5kg,Staples,420,20,400,182,8/13/2025
Amul Milk 1L,Dairy,62,30,32,169,8/13/2025
Amul Butter 500g,Dairy,275,5,270,156,8/13/2025
Tata Tea Gold 500g,Beverages,265,30,235,19,8/13/2025
Nescafe Coffee 200g,Beverages,240,15,225,173,8/13/2025
Parle-G Biscuits,Snacks,10,5,5,137,8/13/2025
Maggi Noodles Pack,Instant Food,56,0,56,149,8/13/2025
Surf Excel 2kg,Home Care,420,0,420,11,8/13/2025
Ariel Liquid 1L,Home Care,395,15,380,31,8/13/2025
Lux Soap Pack,Personal Care,160,15,145,20,8/13/2025
Clinic Plus Shampoo 650ml,Personal Care,340,10,330,20,8/13/2025
Colgate Toothpaste 200g,Personal Care,135,10,125,108,8/13/2025
Harpic Toilet Cleaner,Home Care,190,30,160,81,8/13/2025
Good Day Biscuits,Snacks,30,10,20,14,8/13/2025
Britannia Bread,Bakery,45,5,40,171,8/13/2025
Tropicana Juice 1L,Beverages,120,5,115,157,8/13/2025
Pepsi 2.25L,Beverages,99,5,94,102,8/13/2025
Cadbury Dairy Milk,Confectionery,40,0,40,93,8/13/2025
Aashirvaad Atta 5kg,Staples,320,20,300,88,8/14/2025
Fortune Sunflower Oil 1L,Edible Oil,190,5,185,32,8/14/2025
India Gate Rice 5kg,Staples,420,5,415,126,8/14/2025
Amul Milk 1L,Dairy,62,10,52,104,8/14/2025
Amul Butter 500g,Dairy,275,5,270,102,8/14/2025
Tata Tea Gold 500g,Beverages,265,5,260,170,8/14/2025
Nescafe Coffee 200g,Beverages,240,30,210,67,8/14/2025
Parle-G Biscuits,Snacks,10,15,-5,96,8/14/2025
Maggi Noodles Pack,Instant Food,56,0,56,199,8/14/2025
Surf Excel 2kg,Home Care,420,20,400,57,8/14/2025
Ariel Liquid 1L,Home Care,395,15,380,79,8/14/2025
Lux Soap Pack,Personal Care,160,0,160,15,8/14/2025
Clinic Plus Shampoo 650ml,Personal Care,340,20,320,163,8/14/2025
Colgate Toothpaste 200g,Personal Care,135,5,130,154,8/14/2025
Harpic Toilet Cleaner,Home Care,190,15,175,45,8/14/2025
Good Day Biscuits,Snacks,30,10,20,151,8/14/2025
Britannia Bread,Bakery,45,30,15,188,8/14/2025
Tropicana Juice 1L,Beverages,120,15,105,148,8/14/2025
Pepsi 2.25L,Beverages,99,5,94,147,8/14/2025
Cadbury Dairy Milk,Confectionery,40,10,30,18,8/14/2025
Aashirvaad Atta 5kg,Staples,320,5,315,162,8/15/2025
Fortune Sunflower Oil 1L,Edible Oil,190,5,185,170,8/15/2025
India Gate Rice 5kg,Staples,420,0,420,126,8/15/2025
Amul Milk 1L,Dairy,62,30,32,23,8/15/2025
Amul Butter 500g,Dairy,275,5,270,122,8/15/2025
Tata Tea Gold 500g,Beverages,265,5,260,104,8/15/2025
Nescafe Coffee 200g,Beverages,240,10,230,18,8/15/2025
Parle-G Biscuits,Snacks,10,20,-10,115,8/15/2025
Maggi Noodles Pack,Instant Food,56,15,41,130,8/15/2025
Surf Excel 2kg,Home Care,420,10,410,183,8/15/2025
Ariel Liquid 1L,Home Care,395,10,385,113,8/15/2025
Lux Soap Pack,Personal Care,160,10,150,35,8/15/2025
Clinic Plus Shampoo 650ml,Personal Care,340,5,335,93,8/15/2025
Colgate Toothpaste 200g,Personal Care,135,15,120,135,8/15/2025
Harpic Toilet Cleaner,Home Care,190,15,175,50,8/15/2025
Good Day Biscuits,Snacks,30,15,15,141,8/15/2025
Britannia Bread,Bakery,45,10,35,47,8/15/2025
Tropicana Juice 1L,Beverages,120,10,110,160,8/15/2025
Pepsi 2.25L,Beverages,99,20,79,92,8/15/2025
Cadbury Dairy Milk,Confectionery,40,10,30,195,8/15/2025
Aashirvaad Atta 5kg,Staples,320,20,300,199,8/16/2025
Fortune Sunflower Oil 1L,Edible Oil,190,20,170,53,8/16/2025
India Gate Rice 5kg,Staples,420,30,390,198,8/16/2025
Amul Milk 1L,Dairy,62,30,32,105,8/16/2025
Amul Butter 500g,Dairy,275,20,255,192,8/16/2025
Tata Tea Gold 500g,Beverages,265,10,255,117,8/16/2025
Nescafe Coffee 200g,Beverages,240,15,225,56,8/16/2025
Parle-G Biscuits,Snacks,10,5,5,58,8/16/2025
Maggi Noodles Pack,Instant Food,56,5,51,86,8/16/2025
Surf Excel 2kg,Home Care,420,15,405,79,8/16/2025
Ariel Liquid 1L,Home Care,395,5,390,102,8/16/2025
Lux Soap Pack,Personal Care,160,30,130,46,8/16/2025
Clinic Plus Shampoo 650ml,Personal Care,340,30,310,52,8/16/2025
